,IE_XML_ID,IE_NAME,IE_ID,IE_ACTIVE,IE_ACTIVE_FROM,IE_ACTIVE_TO,IE_PREVIEW_PICTURE,IE_PREVIEW_TEXT,IE_PREVIEW_TEXT_TYPE,IE_DETAIL_PICTURE,IE_DETAIL_TEXT,IE_DETAIL_TEXT_TYPE,IE_CODE,IE_SORT,IE_TAGS,IP_PROP25,IP_PROP106,IP_PROP28,IP_PROP272,IP_PROP239,IP_PROP328,IP_PROP240,IP_PROP26,IP_PROP270,IP_PROP27,IC_GROUP0,IC_GROUP1,IC_GROUP2,City
197,13407,Фирменный салон Albero,17436,Y,,,,,text,/upload/iblock/e21/86xkf11zuy2v9kkdbchpt7cyd9nlf4nm.PNG,,text,firmennyy-salon-albero_kras_3,500,,"ТЦ Атмосфера дома ул. Академика Вавилова, 1 стр. 39 ",,13407.0,,2563,,10:00 до 20:00,79832076600,salon,"55.991749708281,92.91057764665",,,,Красноярск
198,14661,Дверной Профи,17540,Y,,,,,text,/upload/iblock/df7/u3se9q6hqs9mn7vjov2ymi2ko81gfhlj.jpg,,text,dvernoy-profi,500,,"ул. 50 лет Октября, 118 ",,14641.0,,2271,,10:00 до 19:00,73452288356,otdel,"57.133411611171,65.603605339387",,,,Тюмень
199,14843,Хорошие двери,17779,N,,,,,text,,,text,khoroshie-dveri_7,500,,"ул. Московское шоссе, 7лит А ТК Торговый Двор, секция 7.10",,14843.0,,102,,,9110226168,shop,"59.7121529634,30.437141760174",,,,посёлок Тярлево
200,14843,Хорошие двери,17780,N,,,,,text,,,text,khoroshie-dveri_6,500,,"ул. Южное шоссе, 37 к1 Лит А, ТК Мультимекс, 1 зал, 6 секция",,14843.0,,102,,,79110086168,shop,"59.864965153808,30.424673505497",,,,Санкт-Петербург
201,14843,Хорошие двери,17781,N,,,,,text,,,text,khoroshie-dveri_5,500,,"ул. Ветеранов проспект, 109, ТК СтройДвор, секция 7",,14843.0,,102,,09:00 до 18:00,79119266168,shop,"59.833548881917,30.197175176955",,,,Санкт-Петербург
202,14843,Хорошие двери,17782,N,,,,,text,,,text,khoroshie-dveri_4,500,,"ул.Варшавская, 3 ТК Мебельный Континент, модуль 409",,14843.0,,102,,,79110020168,shop,"59.881545288043,30.310028152768",,,,Санкт-Петербург
203,14843,Хорошие двери,17783,N,,,,,text,,,text,khoroshie-dveri_3,500,,"ул. Ленинский проспект, 97 к1",,14843.0,,102,,,79112878168,shop,"59.852178669647,30.217918458217",,,,Санкт-Петербург
204,14843,Хорошие двери,17784,N,,,,,text,,,text,khoroshie-dveri_2,500,,"ул. Уманский переулок, 62",,14843.0,,102,,,79119230024,shop,"59.9656670954,30.454579841399",,,,Санкт-Петербург
205,14843,Хорошие двери,17785,N,,,,,text,,,text,khoroshie-dveri_1,500,,"ул. проспект Просвещения, 35 ТК Архимед",,14843.0,,102,,,79110229168,shop,"60.04916041139,30.351030053835",,,,Санкт-Петербург
206,18291,Арсенал,18294,Y,,,,,text,,,text,arsenal,500,,"ул. Майский переулок, 5",,18291.0,,1118,,с 09:00 до 18:00,79114616417,shop,"54.728379247727,20.534335362499",,,,Калининград
207,14641,Фирменный салон Albero,18342,Y,,,,,text,/upload/iblock/f57/1ni5brroprcacgn5k6u4qdq1gwvg8wfr.JPG,,text,stroitelnyy-tsentr-a-mega,500,,"ул. Федюнинского, 43 торговый комплекс Орион",,14641.0,,2271,,09:00 до 21:00,73452520320,salon,"57.112392982474,65.545083437593",,,,Тюмень
208,14641,Фирменный салон Albero,18342,Y,,,,,text,/upload/iblock/f57/1ni5brroprcacgn5k6u4qdq1gwvg8wfr.JPG,,text,stroitelnyy-tsentr-a-mega,500,,"ул. Федюнинского, 43 торговый комплекс Орион",,14641.0,,2271,,09:00 до 21:00,79634520108,salon,"57.112392982474,65.545083437593",,,,Тюмень
209,18707,Склад-магазин Стаханов,18709,Y,,,,,text,/upload/iblock/04f/w2y5dy55ua3yunwyvrlor1vpn99i6wnq.PNG,,text,sklad-magazin-stakhanov,500,,"ул. Чичерина, 148, стр. 2",,18707.0,,3120,,,74234305036,otdel,"43.79365736187,131.98084683657",,,,Уссурийск
210,18707,Склад-магазин Стаханов,18709,Y,,,,,text,/upload/iblock/04f/w2y5dy55ua3yunwyvrlor1vpn99i6wnq.PNG,,text,sklad-magazin-stakhanov,500,,"ул. Чичерина, 148, стр. 2",,18707.0,,3120,,,79025275036,otdel,"43.79365736187,131.98084683657",,,,Уссурийск
211,18707,Склад-магазин Стаханов,18709,Y,,,,,text,/upload/iblock/04f/w2y5dy55ua3yunwyvrlor1vpn99i6wnq.PNG,,text,sklad-magazin-stakhanov,500,,"ул. Чичерина, 148, стр. 2",,18707.0,,3120,,,79025275015,otdel,"43.79365736187,131.98084683657",,,,Уссурийск
212,14678,Региональный склад Albero,18969,Y,,,,,text,,,text,regionalnyy-sklad-albero_1,500,,"п. Дружелюбный, ул. Желзнодорожная, 2а",,14678.0,,1227,,,"78612066223, ",shop,"45.11068346433,39.139310821408",,,,посёлок Дружелюбный
213,14678,Региональный склад Albero,18969,Y,,,,,text,,,text,regionalnyy-sklad-albero_1,500,,"п. Дружелюбный, ул. Желзнодорожная, 2а",,14678.0,,1227,,,79180271772,shop,"45.11068346433,39.139310821408",,,,посёлок Дружелюбный
214,14678,Региональный склад Albero,18969,Y,,,,,text,,,text,regionalnyy-sklad-albero_1,500,,"п. Дружелюбный, ул. Желзнодорожная, 2а",,14678.0,,1227,,,79180271771,shop,"45.11068346433,39.139310821408",,,,посёлок Дружелюбный
215,18970,Региональный склад Albero,18970,Y,,,,,text,,,text,regionalnyy-sklad-albero_2,500,,"ул. 2-ая Брянская 34, строение 6",www.alberodoors.com,13407.0,,2563,,,73919865503,shop,"56.045348080252,92.857150063831",,,,Красноярск
216,15640,Салон дверей Albero,19663,Y,,,,,text,,,text,dveri-albero,500,,"ТЦ Аксон, ул. Текстильщиков, 80",,15640.0,,337,,,"79621628877, ",shop,"56.96006684205,40.982048306016",,,,Иваново
217,15640,Салон дверей Albero,19663,Y,,,,,text,,,text,dveri-albero,500,,"ТЦ Аксон, ул. Текстильщиков, 80",,15640.0,,337,,,79621625151,shop,"56.96006684205,40.982048306016",,,,Иваново
218,11110,Фирменный салон Albero,19686,Y,,,,,text,/upload/iblock/abb/sbsal3o0179fbp188d7l1ljal4niav30.jpg,,text,firmennyy-salon-albero_msk_1,400,,"ТВК Миллион мелочей, ул. Пришвина, 26, секция D-49",https://alberodoors.com,11110.0,,101,,c 09:00 до 21:00,74954774180,salon,"55.884304193592,37.60429044012",,,,Москва
219,11110,Фирменный салон Albero,19686,Y,,,,,text,/upload/iblock/abb/sbsal3o0179fbp188d7l1ljal4niav30.jpg,,text,firmennyy-salon-albero_msk_1,400,,"ТВК Миллион мелочей, ул. Пришвина, 26, секция D-49",https://alberodoors.com,11110.0,,101,,c 09:00 до 21:00,79685508628,salon,"55.884304193592,37.60429044012",,,,Москва
220,18291,Фирменный салон Torex,20098,Y,,,,,text,,,text,firmennyy-salon-torex_1,500,,"ул. Полоцкая, 45 ТЦ Мебель",,18291.0,,1118,,с 10:00 до 19:00,"74012615656,",shop,"54.702177438275,20.498197338355",,,,Калининград
221,18291,Фирменный салон Torex,20098,Y,,,,,text,,,text,firmennyy-salon-torex_1,500,,"ул. Полоцкая, 45 ТЦ Мебель",,18291.0,,1118,,с 10:00 до 19:00, 79114601288,shop,"54.702177438275,20.498197338355",,,,Калининград
222,18291,Фирменный салон Torex,20099,Y,,,,,text,,,text,firmennyy-salon-torex,500,,"ул. Мусоргского, 10 ТЦ Мега-Дом, правый вход",,18291.0,,1118,,с 10:00 до 20:00,74012720327,shop,"54.726475204656,20.502018903622",,,,Калининград
223,18291,Фирменный салон Torex,20099,Y,,,,,text,,,text,firmennyy-salon-torex,500,,"ул. Мусоргского, 10 ТЦ Мега-Дом, правый вход",,18291.0,,1118,,с 10:00 до 20:00,79114601288,shop,"54.726475204656,20.502018903622",,,,Калининград
224,20152,Торговый комплекс «Радуга»,20152,N,,,,,text,,,text,torgovyy-kompleks-raduga,500,," г. Раменское, Донинское Шоссе 20. Павильон В-2  Этаж 2",,11110.0,,19,,,74993900078,shop,"55.589049205261,38.253653040189",,,,Раменское
225,20152,Торговый комплекс «Радуга»,20152,N,,,,,text,,,text,torgovyy-kompleks-raduga,500,," г. Раменское, Донинское Шоссе 20. Павильон В-2  Этаж 2",,11110.0,,19,,,79259911160,shop,"55.589049205261,38.253653040189",,,,Раменское
226,20478,"г. Белоозёрский, ТК Белоозерский, павильон O-3",20478,Y,,,,,text,,,text,tk-beloozerskiy-pavilon-o-3,500,,"ул. Коммунальная, 53-54",,14861.0,,274,,,79260559371,shop,"55.454026564559,38.440819828146",,,,Белоозёрский
227,20480,Двери г. Серпухов,20480,Y,,,,,text,,,text,dveri-g-serpukhov,500,,Борисовское шоссе 117-Б,,14861.0,,206,,,79151855254 ,shop,"54.912645614244,37.463088915499",,,,СНТ Прожектор
228,20482,Двери г. Воскресенск,20482,Y,,,,,text,,,text,dveri-g-voskresensk,500,,ул. Заводская 9-б,,14861.0,,215,,,79858793558 ,shop,"55.308761679284,38.695094809025",,,,Воскресенск
229,20487,"Firmus, магазин",20487,N,,,,,text,,,text,firmus-magazin,500,,Владимирский тракт линия Ф. Салон 16,,11110.0,,19,,,79778880123,otdel,"55.77744950353,37.854827410018",,,,Реутов
230,20487,"Firmus, магазин",20487,N,,,,,text,,,text,firmus-magazin,500,,Владимирский тракт линия Ф. Салон 16,,11110.0,,19,,,79683505454,otdel,"55.77744950353,37.854827410018",,,,Реутов
231,14857,Галерея дверей,20489,Y,,,,,text,,,text,galereya-dverey_1,500,,"ТЦ Family Room, ул. Розинга, 10 ",,14857.0,,1064,,,79027028394,shop,"64.559100634124,40.559990283605",,,,Архангельск
232,20512,Чипак на Скуратовской,20513,Y,,,,,text,,,text,chipak-na-skuratovskoy,500,,"ул. Скуратовская, 109",,20512.0,,722,,,74872705050,shop,"54.130986598941,37.590702790134",,,,Тула
233,20512,Строительный гипермаркет Чипак,20514,Y,,,,,text,,,text,stroitelnyy-gipermarket-chipak,500,,"ул. Мосина, 6",,20512.0,,722,,,74872705050,shop,"54.203553054774,37.590239574537",,,,Тула
234,20516,Чипак на Первомайской,20517,Y,,,,,text,,,text,chipak-na-pervomayskoy,500,,"ул. Первомайская, 79 А",,20516.0,,748,,,74876261819,shop,"53.996136137238,38.292344629307",,,,Новомосковск
235,11110,Фирменный салон Albero,20537,Y,,,,,text,/upload/iblock/570/jhhhqmhpq04fagq17vpn7tchl4ku79nl.jpeg,,text,firmennyy-salon-albero_msk_3,500,,"ТЦ Гранд Юг ул. Кировоградская, 15, 0 этаж, секция 39",,11110.0,,101,,с 10:00 до 22:00,74958468452,salon,"55.609646240384,37.605602328703",,,,Москва
236,11110,Фирменный салон Albero,20537,Y,,,,,text,/upload/iblock/570/jhhhqmhpq04fagq17vpn7tchl4ku79nl.jpeg,,text,firmennyy-salon-albero_msk_3,500,,"ТЦ Гранд Юг ул. Кировоградская, 15, 0 этаж, секция 39",,11110.0,,101,,с 10:00 до 22:00,79685509036,salon,"55.609646240384,37.605602328703",,,,Москва
237,20650,Галерея дверей,20651,Y,,,,,text,,,text,galereya-dverey1,500,,"ул. Линейная, 126",,20650.0,,2110,,с 9:00 до 18:00 ,73472662922,shop,"54.746051999783,55.910584511723",,,,Уфа
238,20650,Агат,20652,Y,,,,,text,/upload/iblock/e27/529qkpgr6d2muri184xhye121v1hmyah.jpg,,text,agat,500,,"ул. Менделеева, 137",,20650.0,,2110,,c 10:00 до 20:00,79272365096,shop,"54.71261328427,55.990287888166",,,,Уфа
239,20650,DverTa,20653,Y,,,,,text,/upload/iblock/cf1/398dinte57ry6dfoydi31oiuy2ywb0yn.jpg,,text,dverta,500,,"ул. Менделеева, 137 ",,20650.0,,2110,,c 10:00 до 20:00,79272361320,shop,"54.712573959019,55.990076670571",,,,Уфа
240,20650,Галерея дверей,20655,Y,,,,,text,/upload/iblock/4de/attfg0sij2clzhrdm9zccrsxrajm9ekh.jpg,"ТСК Новая Радуга, 1 этаж, Г-15 ",text,galereya-dverey,500,,"ул. Менделеева, 137 ",,20650.0,,2110,,c 10:00 до 20:00,79272360491,shop,"54.712938410749,55.99172890399",,,,Уфа
241,11110,Фирменный салон Albero,20664,Y,,,,,text,/upload/iblock/cc1/6w1t16rg41rgzl6gn2fpjgo25ovcn4tx.jpeg,,text,firmennyy-salon-albero_4,500,,"ЦРиМ Декоратор, ул. Рязанский пр-кт 2, к 3, 2 этаж ",,11110.0,,101,,c 10:00 до 22:00,74958468450,salon,"55.729950813467,37.734497397996",,,,Москва
242,11110,Фирменный салон Albero,20664,Y,,,,,text,/upload/iblock/cc1/6w1t16rg41rgzl6gn2fpjgo25ovcn4tx.jpeg,,text,firmennyy-salon-albero_4,500,,"ЦРиМ Декоратор, ул. Рязанский пр-кт 2, к 3, 2 этаж ",,11110.0,,101,,c 10:00 до 22:00,79685507058,salon,"55.729950813467,37.734497397996",,,,Москва
243,20745,ДОМ интерьер,20746,Y,,,,,text,,,text,dom-interer,500,,"ул. Степная, 55",,20745.0,,2227,,с 10:00 до 19:00,7453712702  ,shop,"51.489795204082,46.116356023321",,,,Энгельс
244,20745,ДОМ интерьер,20746,Y,,,,,text,,,text,dom-interer,500,,"ул. Степная, 55",,20745.0,,2227,,с 10:00 до 19:00,79378012514,shop,"51.489795204082,46.116356023321",,,,Энгельс
245,14833,Фирменный салон Albero,20810,Y,,,,,text,/upload/iblock/8d4/jvjz01beqwtf4h8o0is199a5mxtypkpo.jpeg,,text,firmennyy-salon-albero_5,500,,"ТЦ Формат, г. Мытищи, пр-кт Олимпийский, 29, стр. 1, 0 этаж ",,11110.0,,248,,c 10:00 до 21:00,74954459302,salon,"55.929866895076,37.750585822779",,,,Мытищи
246,14833,Фирменный салон Albero,20810,Y,,,,,text,/upload/iblock/8d4/jvjz01beqwtf4h8o0is199a5mxtypkpo.jpeg,,text,firmennyy-salon-albero_5,500,,"ТЦ Формат, г. Мытищи, пр-кт Олимпийский, 29, стр. 1, 0 этаж ",,11110.0,,248,,c 10:00 до 21:00,79685509508,salon,"55.929866895076,37.750585822779",,,,Мытищи
247,20650,Галерея дверей,20957,Y,,,,,text,/upload/iblock/4b7/wiagwdhfka1syntwiye7hq6u88crhchs.jpg,,text,dvertim,500,,"ул. Менделеева, 158",,,,2110,,c 10:00 до 20:00,79272360206,shop,"54.724982752464,56.021262683539",,,,Уфа
248,20650,Двертим,20958,Y,,,,,text,/upload/iblock/648/ucg0ewst4hes0kdzggreor8imivte4fa.jpg,,text,dvertim-chernikovka,500,,"ул. Индустриальное шоссе, 26",,,,2110,,с 10:00 до 20:00,79374751455,shop,"54.787169696058,56.058388007071",,,,Уфа
249,20650,Галерея дверей,20959,Y,,,,,text,/upload/iblock/756/5u39k7snxsphyym2e48wzcjt0ooe82qm.jpg,,text,galereya-dverey2,500,,"ул. Индустриальное шоссе, 44/1",,,,2110,,c 10:00 до 20:00,79272363157,shop,"54.802488942696,56.096400151719",,,,Уфа
250,20650,"Галерея дверей, Агат",20960,Y,,,,,text,/upload/iblock/c4b/45a4fht4hiak64k1movrqhuqk32aa2ur.jpg,"ТСК Строительный рынок, 2 зал, бутик 9",text,galereya-dverey-agat,500,,"ул. Кировоградская, 33 ",,,,2110,,c 10:00 до 19:00,79272366492,shop,"54.745469486226,55.972364833978",,,,Уфа
251,20961,Двертим,20961,Y,,,,,text,/upload/iblock/884/zqxed1lphf6b2umvs09rt84lfoi8x5zc.jpg,,text,dvertim1,500,,"ул. проспект Ленина, 2е",,,,2119,,c 10:00 до 20:00,79273359319,shop,"53.648246702947,55.925012666632",,,,Стерлитамак
252,20962,Двертим,20962,Y,,,,,text,/upload/iblock/117/lgfob7293fpp7jnr9oqbezrxiydj3w1w.jpg,ТРЦ  Громада ,text,dvertim3,500,,"ул. Гоголя, 122",,,,2119,,c 10:00 до 20:00,79273120193,shop,"53.595125266288,55.933545681044",,,,Стерлитамак
253,20962,Двертим,20962,Y,,,,,text,/upload/iblock/117/lgfob7293fpp7jnr9oqbezrxiydj3w1w.jpg,ТРЦ  Громада ,text,dvertim3,500,,"ул. Гоголя, 122",,,,2119,,c 10:00 до 20:00,79270835060,shop,"53.595125266288,55.933545681044",,,,Стерлитамак
254,20963,Агат,20963,Y,,,,,text,/upload/iblock/eb1/eplx1sgiinjhy2eo1740sb36twgv03fw.jpg,,text,agat1,500,,"ул. проспект Октября, 36",,,,2119,,c 10:00 до 21:00,79273359287,shop,"53.631020441589,55.8990256637",,,,Стерлитамак
255,20963,Агат,20963,Y,,,,,text,/upload/iblock/eb1/eplx1sgiinjhy2eo1740sb36twgv03fw.jpg,,text,agat1,500,,"ул. проспект Октября, 36",,,,2119,,c 10:00 до 21:00,79270835060,shop,"53.631020441589,55.8990256637",,,,Стерлитамак
256,20964,Центр дверей,20964,Y,,,,,text,/upload/iblock/58a/8cni483prlkdhvani7kr7tyd3zf7n1im.jpg,ТРЦ Арбат,text,tsentr-dverey,500,,"ул. Артема, 116",,,,2119,,c 10:00 до 20:00,79272362275,shop,"53.622166165128,55.901842996986",,,,Стерлитамак
257,20964,Центр дверей,20964,Y,,,,,text,/upload/iblock/58a/8cni483prlkdhvani7kr7tyd3zf7n1im.jpg,ТРЦ Арбат,text,tsentr-dverey,500,,"ул. Артема, 116",,,,2119,,c 10:00 до 20:00,79270835060,shop,"53.622166165128,55.901842996986",,,,Стерлитамак
258,20965,Агат,20965,Y,,,,,text,,,text,agat2,500,,"ул. Нуриманова, 36",,,,2116,,c 10:00 до 19:00,79279407247,shop,"53.383238144433,55.949089173462",,,,Салават
259,20965,Агат,20965,Y,,,,,text,,,text,agat2,500,,"ул. Нуриманова, 36",,,,2116,,c 10:00 до 19:00,79270835060,shop,"53.383238144433,55.949089173462",,,,Салават
260,20966,Центр дверей,20966,Y,,,,,text,/upload/iblock/ab2/k848zx5qm0arr466676k2e51kk0am9jq.jpg,,text,tsentr-dverey2,500,,"ул. Ленина, 27",,,,2116,,c 10:00 до 19:00,79371688194,shop,"53.350556116119,55.924295083171",,,,Салават
261,20966,Центр дверей,20966,Y,,,,,text,/upload/iblock/ab2/k848zx5qm0arr466676k2e51kk0am9jq.jpg,,text,tsentr-dverey2,500,,"ул. Ленина, 27",,,,2116,,c 10:00 до 19:00,79270835060,shop,"53.350556116119,55.924295083171",,,,Салават
262,20967,Центр дверей,20967,Y,,,,,text,/upload/iblock/137/hybfj75c12ima1i3ztt9bjysskvo4jqp.jpg,ТЦ Лето,text,tsentr-dverey3,500,,"ул. Стахановская, 35",,,,2150,,c 10:00 до 21:00,79375002101,shop,"53.438743805011,56.046996138219",,,,Ишимбай
263,20967,Центр дверей,20967,Y,,,,,text,/upload/iblock/137/hybfj75c12ima1i3ztt9bjysskvo4jqp.jpg,ТЦ Лето,text,tsentr-dverey3,500,,"ул. Стахановская, 35",,,,2150,,c 10:00 до 21:00,79270835060,shop,"53.438743805011,56.046996138219",,,,Ишимбай
264,20973,Двери центр,20973,Y,,,,,text,/upload/iblock/0d1/8uxcrpkkuo25z5v88ld19d4b4k7d5bz1.jpg,"ТЦ Привоз корпус 2, ячейка 100",text,dveri-tsentr5,500,,"ул. Баумана, 55 к 2",,,/upload/iblock/caa/zpwg0w5tezj164zc4363t3fi200qv1kq.jpg,2677,,с 9:00 до 19:00 ,79235277105,shop,"55.320800165826,86.100740144593",,,,Кемерово
265,20973,Двери центр,20973,Y,,,,,text,/upload/iblock/0d1/8uxcrpkkuo25z5v88ld19d4b4k7d5bz1.jpg,"ТЦ Привоз корпус 2, ячейка 100",text,dveri-tsentr5,500,,"ул. Баумана, 55 к 2",,,/upload/iblock/caa/zpwg0w5tezj164zc4363t3fi200qv1kq.jpg,2677,,с 9:00 до 19:00 ,73842457060,shop,"55.320800165826,86.100740144593",,,,Кемерово
266,20974,Двери центр,20974,Y,,,,,text,/upload/iblock/eba/ymeqf35jrhtf6cijdd09wv6uah6p79du.jpg,"ТСК Блеск, отдел 44",text,dveri-tsentr6,500,,"ул. Кузнецкий проспект, 176",,,/upload/iblock/7ae/t5489sacjadi6u2wgiyeecksajveajtc.jpg,2677,,с 9:00 до 19:00 ,73842457080,shop,"55.325317255123,86.058365607522",,,,Кемерово
267,20974,Двери центр,20974,Y,,,,,text,/upload/iblock/eba/ymeqf35jrhtf6cijdd09wv6uah6p79du.jpg,"ТСК Блеск, отдел 44",text,dveri-tsentr6,500,,"ул. Кузнецкий проспект, 176",,,/upload/iblock/7ae/t5489sacjadi6u2wgiyeecksajveajtc.jpg,2677,,с 9:00 до 19:00 ,79235277106,shop,"55.325317255123,86.058365607522",,,,Кемерово
268,20974,Двери центр,20974,Y,,,,,text,/upload/iblock/eba/ymeqf35jrhtf6cijdd09wv6uah6p79du.jpg,"ТСК Блеск, отдел 44",text,dveri-tsentr6,500,,"ул. Кузнецкий проспект, 176",,,/upload/iblock/b17/400pzvp0ddrafsooabkyt72owo6ed0at.jpg,2677,,с 9:00 до 19:00 ,73842457080,shop,"55.325317255123,86.058365607522",,,,Кемерово
269,20974,Двери центр,20974,Y,,,,,text,/upload/iblock/eba/ymeqf35jrhtf6cijdd09wv6uah6p79du.jpg,"ТСК Блеск, отдел 44",text,dveri-tsentr6,500,,"ул. Кузнецкий проспект, 176",,,/upload/iblock/b17/400pzvp0ddrafsooabkyt72owo6ed0at.jpg,2677,,с 9:00 до 19:00 ,79235277106,shop,"55.325317255123,86.058365607522",,,,Кемерово
270,20974,Двери центр,20974,Y,,,,,text,/upload/iblock/eba/ymeqf35jrhtf6cijdd09wv6uah6p79du.jpg,"ТСК Блеск, отдел 44",text,dveri-tsentr6,500,,"ул. Кузнецкий проспект, 176",,,/upload/iblock/30e/fnyk4sadmtend57kkmmdub72a0hms90c.jpg,2677,,с 9:00 до 19:00 ,73842457080,shop,"55.325317255123,86.058365607522",,,,Кемерово
271,20974,Двери центр,20974,Y,,,,,text,/upload/iblock/eba/ymeqf35jrhtf6cijdd09wv6uah6p79du.jpg,"ТСК Блеск, отдел 44",text,dveri-tsentr6,500,,"ул. Кузнецкий проспект, 176",,,/upload/iblock/30e/fnyk4sadmtend57kkmmdub72a0hms90c.jpg,2677,,с 9:00 до 19:00 ,79235277106,shop,"55.325317255123,86.058365607522",,,,Кемерово
272,20975,Двери центр,20975,Y,,,,,text,/upload/iblock/f70/sf7znzra3xz0ew8zgfs8bhbncqdfb3gt.jpg,,text,dveri-tsentr7,500,,"ул. проспект Лениградский, 21",,,/upload/iblock/245/kfqv5hv0pw6rof3f3zfvgw8k10020db5.jpg,2677,,c 10:00 до 20:00,73842457909,shop,"55.348976962289,86.172996932359",,,,Кемерово
273,20975,Двери центр,20975,Y,,,,,text,/upload/iblock/f70/sf7znzra3xz0ew8zgfs8bhbncqdfb3gt.jpg,,text,dveri-tsentr7,500,,"ул. проспект Лениградский, 21",,,/upload/iblock/245/kfqv5hv0pw6rof3f3zfvgw8k10020db5.jpg,2677,,c 10:00 до 20:00,79234921111,shop,"55.348976962289,86.172996932359",,,,Кемерово
274,20975,Двери центр,20975,Y,,,,,text,/upload/iblock/f70/sf7znzra3xz0ew8zgfs8bhbncqdfb3gt.jpg,,text,dveri-tsentr7,500,,"ул. проспект Лениградский, 21",,,/upload/iblock/749/2pd88qqtvwehixfqun48g9x4cguhpzrj.jpg,2677,,c 10:00 до 20:00,73842457909,shop,"55.348976962289,86.172996932359",,,,Кемерово
275,20975,Двери центр,20975,Y,,,,,text,/upload/iblock/f70/sf7znzra3xz0ew8zgfs8bhbncqdfb3gt.jpg,,text,dveri-tsentr7,500,,"ул. проспект Лениградский, 21",,,/upload/iblock/749/2pd88qqtvwehixfqun48g9x4cguhpzrj.jpg,2677,,c 10:00 до 20:00,79234921111,shop,"55.348976962289,86.172996932359",,,,Кемерово
276,20975,Двери центр,20975,Y,,,,,text,/upload/iblock/f70/sf7znzra3xz0ew8zgfs8bhbncqdfb3gt.jpg,,text,dveri-tsentr7,500,,"ул. проспект Лениградский, 21",,,/upload/iblock/02b/svycsptexcpblf6wn86y236wschm7ph5.jpg,2677,,c 10:00 до 20:00,73842457909,shop,"55.348976962289,86.172996932359",,,,Кемерово
277,20975,Двери центр,20975,Y,,,,,text,/upload/iblock/f70/sf7znzra3xz0ew8zgfs8bhbncqdfb3gt.jpg,,text,dveri-tsentr7,500,,"ул. проспект Лениградский, 21",,,/upload/iblock/02b/svycsptexcpblf6wn86y236wschm7ph5.jpg,2677,,c 10:00 до 20:00,79234921111,shop,"55.348976962289,86.172996932359",,,,Кемерово
278,13407,Фабрика дверей,21175,Y,,,,,text,/upload/iblock/3cd/uausgzwyiv4tf2sp6j2vznelas76we3r.JPG,,text,salon-fabrika-dverey,500,,"ТЦ Парадный вход ул. Взлетная, 13",,,,2563,,10:00 до 20:00,79539227355,shop,"56.033340005924,92.911562456655",,,,Красноярск
279,21177,Фирменный салон Albero,21177,Y,,,,,text,/upload/iblock/6e7/tao2iua6xtr9bgi1scxvon3ep38f02h1.PNG,,text,firmennyy-salon-albero_krs_4,500,,"ТЦ Форт, ул. Телевизорная, 1 стр 37",,,,2563,,10:00 до 20:00,79831506600,salon,"56.023942895812,92.798709342557",,,,Красноярск
280,21178,Двери Стиль,21178,Y,,,,,text,/upload/iblock/b73/rfhw7vphkvb7eh7w4z7eh01yipgp05mj.PNG,,text,dveri-stil,500,,ул. Алексеев 46,,,,2563,,10:00 до 20:00,73912508545,shop,"56.045659928785,92.899541263959",,,,Красноярск
281,21179,Двери Н-Верса,21179,Y,,,,,text,/upload/iblock/c2d/tkpwogdqbl6l515ng6d43hc0m00830yh.PNG,,text,dveri-n-versa,500,,"ТЦ Махаон, ул. Шумяцкого 2а",,,,2563,,10:00 до 20:00,73912821454,shop,"56.065839627874,92.938683813753",,,,Красноярск
282,21180,Двери ЛЮКС,21180,Y,,,,,text,/upload/iblock/8b4/8c4nv4tfl3gv8mrtmojsxvv0ah8n5tq0.PNG,,text,dveri-lyuks,500,,"ТЦ Громада, проспект им. газеты Красноярский Рабочий, 30а/5л. ",,,,2563,,10:00 до 20:00,79135129000,shop,"56.021231323501,93.005234981763",,,,Красноярск
283,21181,Sal`vaDoor,21181,Y,,,,,text,/upload/iblock/424/26bcisc4li68s67h3pgbor2dwobdei15.jpg,,text,sal-vadoor,500,,"ТЦ Полтавский, ул. Полтавская 38/22",,,,2563,,10:00 до 20:00,73912926324,shop,"55.984781523328,92.868656555471",,,,Красноярск
284,21182,Время Дверей,21182,Y,,,,,text,/upload/iblock/5d9/7qm0ixbpriifr4k61i0k0s6b1v73t2s1.jpg,,text,vremya-dverey,500,,"ул. проспект Стачки, 132",,,,1343,,10:00 до 19:00,79281056848,shop,"47.212227347526,39.65340232517",,,,Ростов-на-Дону
285,21182,Время Дверей,21182,Y,,,,,text,/upload/iblock/5d9/7qm0ixbpriifr4k61i0k0s6b1v73t2s1.jpg,,text,vremya-dverey,500,,"ул. проспект Стачки, 132",,,,1343,,10:00 до 19:00,79085173333,shop,"47.212227347526,39.65340232517",,,,Ростов-на-Дону
286,21183,"Эльна, строительный магазин",21183,Y,,,,,text,/upload/iblock/938/vf85odig1nrcohw1bx6qi76gmhdpukfa.jpeg,,text,elna-stroitelnyy-magazin,500,,"ул. Майкопское шоссе, 12",,,,1242,,08:00 до 17:00,79002490649,shop,"44.738643044534,39.896697437902",,,,посёлок Родники
